date,tweets
2013-07-18 23:00:00,30
2013-07-19 00:00:00,27
2013-07-19 01:00:00,8
2013-07-19 02:00:00,2
2013-07-19 03:00:00,6
2013-07-19 04:00:00,0
2013-07-19 05:00:00,3
2013-07-19 06:00:00,7
2013-07-19 07:00:00,10
2013-07-19 08:00:00,24
2013-07-19 09:00:00,37
2013-07-19 10:00:00,51
2013-07-19 11:00:00,46
2013-07-19 12:00:00,21
2013-07-19 13:00:00,26
2013-07-19 14:00:00,40
2013-07-19 15:00:00,33
2013-07-19 16:00:00,42
2013-07-19 17:00:00,38
2013-07-19 18:00:00,37
2013-07-19 19:00:00,43
2013-07-19 20:00:00,33
2013-07-19 21:00:00,36
2013-07-19 22:00:00,21
2013-07-19 23:00:00,12
2013-07-20 00:00:00,28
2013-07-20 01:00:00,7
2013-07-20 02:00:00,0
2013-07-20 03:00:00,0
2013-07-20 04:00:00,0
2013-07-20 05:00:00,0
2013-07-20 06:00:00,2
2013-07-20 07:00:00,17
2013-07-20 08:00:00,10
2013-07-20 09:00:00,22
2013-07-20 10:00:00,35
2013-07-20 11:00:00,80
2013-07-20 12:00:00,46
2013-07-20 13:00:00,32
2013-07-20 14:00:00,84
2013-07-20 15:00:00,64
2013-07-20 16:00:00,55
2013-07-20 17:00:00,49
2013-07-20 18:00:00,17
2013-07-20 19:00:00,19
2013-07-20 20:00:00,22
2013-07-20 21:00:00,27
2013-07-20 22:00:00,36
2013-07-20 23:00:00,21
2013-07-21 00:00:00,7
2013-07-21 01:00:00,1
2013-07-21 02:00:00,1
2013-07-21 03:00:00,0
2013-07-21 04:00:00,0
2013-07-21 05:00:00,1
2013-07-21 06:00:00,0
2013-07-21 07:00:00,1
2013-07-21 08:00:00,6
2013-07-21 09:00:00,10
2013-07-21 10:00:00,44
2013-07-21 11:00:00,66
2013-07-21 12:00:00,13
2013-07-21 13:00:00,23
2013-07-21 14:00:00,21
2013-07-21 15:00:00,10
2013-07-21 16:00:00,17
2013-07-21 17:00:00,18
2013-07-21 18:00:00,18
2013-07-21 19:00:00,20
2013-07-21 20:00:00,21
2013-07-21 21:00:00,31
2013-07-21 22:00:00,26
2013-07-21 23:00:00,17
2013-07-22 00:00:00,9
2013-07-22 01:00:00,3
2013-07-22 02:00:00,2
2013-07-22 03:00:00,0
2013-07-22 04:00:00,1
2013-07-22 05:00:00,0
2013-07-22 06:00:00,0
2013-07-22 07:00:00,22
2013-07-22 08:00:00,4
2013-07-22 09:00:00,28
2013-07-22 10:00:00,22
2013-07-22 11:00:00,15
2013-07-22 12:00:00,17
2013-07-22 13:00:00,25
2013-07-22 14:00:00,25
2013-07-22 15:00:00,32
2013-07-22 16:00:00,14
2013-07-22 17:00:00,17
2013-07-22 18:00:00,25
2013-07-22 19:00:00,16
2013-07-22 20:00:00,12
2013-07-22 21:00:00,28
2013-07-22 22:00:00,20
2013-07-22 23:00:00,11
2013-07-23 00:00:00,7
2013-07-23 01:00:00,4
2013-07-23 02:00:00,0
2013-07-23 03:00:00,0
2013-07-23 04:00:00,0
2013-07-23 05:00:00,0
2013-07-23 06:00:00,0
2013-07-23 07:00:00,4
2013-07-23 08:00:00,12
2013-07-23 09:00:00,8
2013-07-23 10:00:00,19
2013-07-23 11:00:00,42
2013-07-23 12:00:00,21
2013-07-23 13:00:00,34
2013-07-23 14:00:00,54
2013-07-23 15:00:00,26
2013-07-23 16:00:00,33
2013-07-23 17:00:00,32
2013-07-23 18:00:00,24
2013-07-23 19:00:00,31
2013-07-23 20:00:00,36
2013-07-23 21:00:00,35
2013-07-23 22:00:00,37
2013-07-23 23:00:00,31
2013-07-24 00:00:00,25
2013-07-24 01:00:00,11
2013-07-24 02:00:00,7
2013-07-24 03:00:00,9
2013-07-24 04:00:00,14
2013-07-24 05:00:00,7
2013-07-24 06:00:00,5
2013-07-24 07:00:00,20
2013-07-24 08:00:00,22
2013-07-24 09:00:00,28
2013-07-24 10:00:00,37
2013-07-24 11:00:00,26
2013-07-24 12:00:00,31
2013-07-24 13:00:00,44
2013-07-24 14:00:00,29
2013-07-24 15:00:00,43
2013-07-24 16:00:00,50
2013-07-24 17:00:00,106
2013-07-24 18:00:00,180
2013-07-24 19:00:00,37
2013-07-24 20:00:00,31
2013-07-24 21:00:00,38
2013-07-24 22:00:00,39
2013-07-24 23:00:00,26
2013-07-25 00:00:00,15
2013-07-25 01:00:00,3
2013-07-25 02:00:00,5
2013-07-25 03:00:00,4
2013-07-25 04:00:00,1
2013-07-25 05:00:00,0
2013-07-25 06:00:00,4
2013-07-25 07:00:00,8
2013-07-25 08:00:00,28
2013-07-25 09:00:00,16
2013-07-25 10:00:00,33
2013-07-25 11:00:00,28
2013-07-25 12:00:00,31
2013-07-25 13:00:00,43
2013-07-25 14:00:00,33
2013-07-25 15:00:00,37
2013-07-25 16:00:00,49
2013-07-25 17:00:00,75
2013-07-25 18:00:00,60
2013-07-25 19:00:00,52
2013-07-25 20:00:00,134
2013-07-25 21:00:00,261
2013-07-25 22:00:00,141
2013-07-25 23:00:00,37
2013-07-26 00:00:00,52
2013-07-26 01:00:00,35
2013-07-26 02:00:00,16
2013-07-26 03:00:00,9
2013-07-26 04:00:00,9
2013-07-26 05:00:00,20
2013-07-26 06:00:00,23
2013-07-26 07:00:00,60
2013-07-26 08:00:00,46
2013-07-26 09:00:00,74
2013-07-26 10:00:00,37
2013-07-26 11:00:00,35
2013-07-26 12:00:00,39
2013-07-26 13:00:00,46
2013-07-26 14:00:00,83
2013-07-26 15:00:00,86
2013-07-26 16:00:00,80
2013-07-26 17:00:00,104
2013-07-26 18:00:00,75
2013-07-26 19:00:00,74
2013-07-26 20:00:00,67
2013-07-26 21:00:00,89
2013-07-26 22:00:00,59
2013-07-26 23:00:00,65
2013-07-27 00:00:00,19
2013-07-27 01:00:00,20
2013-07-27 02:00:00,20
2013-07-27 03:00:00,13
2013-07-27 04:00:00,5
2013-07-27 05:00:00,12
2013-07-27 06:00:00,13
2013-07-27 07:00:00,33
2013-07-27 08:00:00,23
2013-07-27 09:00:00,28
2013-07-27 10:00:00,38
2013-07-27 11:00:00,38
2013-07-27 12:00:00,69
2013-07-27 13:00:00,42
2013-07-27 14:00:00,32
2013-07-27 15:00:00,58
2013-07-27 16:00:00,201
2013-07-27 17:00:00,82
2013-07-27 18:00:00,70
2013-07-27 19:00:00,55
2013-07-27 20:00:00,53
2013-07-27 21:00:00,66
2013-07-27 22:00:00,46
2013-07-27 23:00:00,33
2013-07-28 00:00:00,12
2013-07-28 01:00:00,3
2013-07-28 02:00:00,2
2013-07-28 03:00:00,4
2013-07-28 04:00:00,2
2013-07-28 05:00:00,5
2013-07-28 06:00:00,9
2013-07-28 07:00:00,16
2013-07-28 08:00:00,18
2013-07-28 09:00:00,39
2013-07-28 10:00:00,55
2013-07-28 11:00:00,45
2013-07-28 12:00:00,37
2013-07-28 13:00:00,54
2013-07-28 14:00:00,75
2013-07-28 15:00:00,46
2013-07-28 16:00:00,43
2013-07-28 17:00:00,29
2013-07-28 18:00:00,24
2013-07-28 19:00:00,42
2013-07-28 20:00:00,45
2013-07-28 21:00:00,83
2013-07-28 22:00:00,43
2013-07-28 23:00:00,35
2013-07-29 00:00:00,23
2013-07-29 01:00:00,7
2013-07-29 02:00:00,6
2013-07-29 03:00:00,8
2013-07-29 04:00:00,3
2013-07-29 05:00:00,3
2013-07-29 06:00:00,7
2013-07-29 07:00:00,32
2013-07-29 08:00:00,25
2013-07-29 09:00:00,35
2013-07-29 10:00:00,65
2013-07-29 11:00:00,104
2013-07-29 12:00:00,143
2013-07-29 13:00:00,146
2013-07-29 14:00:00,110
2013-07-29 15:00:00,79
2013-07-29 16:00:00,110
2013-07-29 17:00:00,198
2013-07-29 18:00:00,305
2013-07-29 19:00:00,262
2013-07-29 20:00:00,298
2013-07-29 21:00:00,169
2013-07-29 22:00:00,178
2013-07-29 23:00:00,83
2013-07-30 00:00:00,51
2013-07-30 01:00:00,12
2013-07-30 02:00:00,9
2013-07-30 03:00:00,2
2013-07-30 04:00:00,6
2013-07-30 05:00:00,10
2013-07-30 06:00:00,15
2013-07-30 07:00:00,36
2013-07-30 08:00:00,91
2013-07-30 09:00:00,146
2013-07-30 10:00:00,189
2013-07-30 11:00:00,207
2013-07-30 12:00:00,511
2013-07-30 13:00:00,14
2013-07-30 14:00:00,47
2013-07-30 15:00:00,256
2013-07-30 16:00:00,473
2013-07-30 17:00:00,202
2013-07-30 18:00:00,186
2013-07-30 19:00:00,409
2013-07-30 20:00:00,542
2013-07-30 21:00:00,538
2013-07-30 22:00:00,619
2013-07-30 23:00:00,449
2013-07-31 00:00:00,588
2013-07-31 01:00:00,362
2013-07-31 02:00:00,161
2013-07-31 03:00:00,102
2013-07-31 04:00:00,49
2013-07-31 05:00:00,41
2013-07-31 06:00:00,102
2013-07-31 07:00:00,317
2013-07-31 08:00:00,418
2013-07-31 09:00:00,556
2013-07-31 10:00:00,534
2013-07-31 11:00:00,610
2013-07-31 12:00:00,719
2013-07-31 13:00:00,648
2013-07-31 14:00:00,685
2013-07-31 15:00:00,678
2013-07-31 16:00:00,501
2013-07-31 17:00:00,549
2013-07-31 18:00:00,577
2013-07-31 19:00:00,757
2013-07-31 20:00:00,756
2013-07-31 21:00:00,798
2013-07-31 22:00:00,794
2013-07-31 23:00:00,668
2013-08-01 00:00:00,503
2013-08-01 01:00:00,391
2013-08-01 02:00:00,327
2013-08-01 03:00:00,239
2013-08-01 04:00:00,154
2013-08-01 05:00:00,190
2013-08-01 06:00:00,382
2013-08-01 07:00:00,471
2013-08-01 08:00:00,569
2013-08-01 09:00:00,625
2013-08-01 10:00:00,715
2013-08-01 11:00:00,644
2013-08-01 12:00:00,533
2013-08-01 13:00:00,581
2013-08-01 14:00:00,531
2013-08-01 15:00:00,478
2013-08-01 16:00:00,399
2013-08-01 17:00:00,336
2013-08-01 18:00:00,445
2013-08-01 19:00:00,824
2013-08-01 20:00:00,693
2013-08-01 21:00:00,675
2013-08-01 22:00:00,660
2013-08-01 23:00:00,970
2013-08-02 00:00:00,194
2013-08-02 01:00:00,75
2013-08-02 02:00:00,44
2013-08-02 03:00:00,20
2013-08-02 04:00:00,27
2013-08-02 05:00:00,26
2013-08-02 06:00:00,85
2013-08-02 07:00:00,160
2013-08-02 08:00:00,323
2013-08-02 09:00:00,436
2013-08-02 10:00:00,504
2013-08-02 11:00:00,462
2013-08-02 12:00:00,492
2013-08-02 13:00:00,412
2013-08-02 14:00:00,302
2013-08-02 15:00:00,306
2013-08-02 16:00:00,253
2013-08-02 17:00:00,271
2013-08-02 18:00:00,346
2013-08-02 19:00:00,502
2013-08-02 20:00:00,611
2013-08-02 21:00:00,436
2013-08-02 22:00:00,414
2013-08-02 23:00:00,330
2013-08-03 00:00:00,209
2013-08-03 01:00:00,50
2013-08-03 02:00:00,32
2013-08-03 03:00:00,24
2013-08-03 04:00:00,17
2013-08-03 05:00:00,17
2013-08-03 06:00:00,23
2013-08-03 07:00:00,46
2013-08-03 08:00:00,67
2013-08-03 09:00:00,112
2013-08-03 10:00:00,104
2013-08-03 11:00:00,123
2013-08-03 12:00:00,144
2013-08-03 13:00:00,117
2013-08-03 14:00:00,130
2013-08-03 15:00:00,55
2013-08-03 16:00:00,119
2013-08-03 17:00:00,118
2013-08-03 18:00:00,109
2013-08-03 19:00:00,235
2013-08-03 20:00:00,298
2013-08-03 21:00:00,209
2013-08-03 22:00:00,294
2013-08-03 23:00:00,202
2013-08-04 00:00:00,113
2013-08-04 01:00:00,56
2013-08-04 02:00:00,31
2013-08-04 03:00:00,20
2013-08-04 04:00:00,22
2013-08-04 05:00:00,26
2013-08-04 06:00:00,24
2013-08-04 07:00:00,55
2013-08-04 08:00:00,52
2013-08-04 09:00:00,174
2013-08-04 10:00:00,223
2013-08-04 11:00:00,602
2013-08-04 12:00:00,605
2013-08-04 13:00:00,671
2013-08-04 14:00:00,648
2013-08-04 15:00:00,698
2013-08-04 16:00:00,586
2013-08-04 17:00:00,671
2013-08-04 18:00:00,796
2013-08-04 19:00:00,770
2013-08-04 20:00:00,986
2013-08-04 21:00:00,979
2013-08-04 22:00:00,909
2013-08-04 23:00:00,841
2013-08-05 00:00:00,671
2013-08-05 01:00:00,356
2013-08-05 02:00:00,174
2013-08-05 03:00:00,114
2013-08-05 04:00:00,105
2013-08-05 05:00:00,91
2013-08-05 06:00:00,114
2013-08-05 07:00:00,281
2013-08-05 08:00:00,369
2013-08-05 09:00:00,600
2013-08-05 10:00:00,667
2013-08-05 11:00:00,753
2013-08-05 12:00:00,813
2013-08-05 13:00:00,691
2013-08-05 14:00:00,570
2013-08-05 15:00:00,620
2013-08-05 16:00:00,618
2013-08-05 17:00:00,589
2013-08-05 18:00:00,543
2013-08-05 19:00:00,789
2013-08-05 20:00:00,967
2013-08-05 21:00:00,967
2013-08-05 22:00:00,974
2013-08-05 23:00:00,972
2013-08-06 00:00:00,722
2013-08-06 01:00:00,379
2013-08-06 02:00:00,221
2013-08-06 03:00:00,157
2013-08-06 04:00:00,97
2013-08-06 05:00:00,67
2013-08-06 06:00:00,124
2013-08-06 07:00:00,279
2013-08-06 08:00:00,458
2013-08-06 09:00:00,643
2013-08-06 10:00:00,603
2013-08-06 11:00:00,943
2013-08-06 12:00:00,969
2013-08-06 13:00:00,957
2013-08-06 14:00:00,830
2013-08-06 15:00:00,921
2013-08-06 16:00:00,389
2013-08-06 17:00:00,599
2013-08-06 18:00:00,565
2013-08-06 19:00:00,797
2013-08-06 20:00:00,968
2013-08-06 21:00:00,964
2013-08-06 22:00:00,968
2013-08-06 23:00:00,942
2013-08-07 00:00:00,928
2013-08-07 01:00:00,583
2013-08-07 02:00:00,297
2013-08-07 03:00:00,213
2013-08-07 04:00:00,171
2013-08-07 05:00:00,172
2013-08-07 06:00:00,194
2013-08-07 07:00:00,361
2013-08-07 08:00:00,539
2013-08-07 09:00:00,738
2013-08-07 10:00:00,649
2013-08-07 11:00:00,527
2013-08-07 12:00:00,484
2013-08-07 13:00:00,473
2013-08-07 14:00:00,375
2013-08-07 15:00:00,608
2013-08-07 16:00:00,584
2013-08-07 17:00:00,654
2013-08-07 18:00:00,690
2013-08-07 19:00:00,943
2013-08-07 20:00:00,968
2013-08-07 21:00:00,960
2013-08-07 22:00:00,959
2013-08-07 23:00:00,917
2013-08-08 00:00:00,890
2013-08-08 01:00:00,454
2013-08-08 02:00:00,273
2013-08-08 03:00:00,154
2013-08-08 04:00:00,91
2013-08-08 05:00:00,120
2013-08-08 06:00:00,197
2013-08-08 07:00:00,326
2013-08-08 08:00:00,424
2013-08-08 09:00:00,553
2013-08-08 10:00:00,729
2013-08-08 11:00:00,905
2013-08-08 12:00:00,697
2013-08-08 13:00:00,776
2013-08-08 14:00:00,801
2013-08-08 15:00:00,683
2013-08-08 16:00:00,631
2013-08-08 17:00:00,760
2013-08-08 18:00:00,805
2013-08-08 19:00:00,916
2013-08-08 20:00:00,974
2013-08-08 21:00:00,978
2013-08-08 22:00:00,984
2013-08-08 23:00:00,977
2013-08-09 00:00:00,800
2013-08-09 01:00:00,408
2013-08-09 02:00:00,218
2013-08-09 03:00:00,150
2013-08-09 04:00:00,93
2013-08-09 05:00:00,78
2013-08-09 06:00:00,162
2013-08-09 07:00:00,268
2013-08-09 08:00:00,522
2013-08-09 09:00:00,661
2013-08-09 10:00:00,619
2013-08-09 11:00:00,454
2013-08-09 12:00:00,781
2013-08-09 13:00:00,667
2013-08-09 14:00:00,707
2013-08-09 15:00:00,208
2013-08-09 16:00:00,144
2013-08-09 17:00:00,247
2013-08-09 18:00:00,462
2013-08-09 19:00:00,811
2013-08-09 20:00:00,759
2013-08-09 21:00:00,909
2013-08-09 22:00:00,843
2013-08-09 23:00:00,898
2013-08-10 00:00:00,709
2013-08-10 01:00:00,518
2013-08-10 02:00:00,529
2013-08-10 03:00:00,525
2013-08-10 04:00:00,93
2013-08-10 05:00:00,77
2013-08-10 06:00:00,112
2013-08-10 07:00:00,226
2013-08-10 08:00:00,398
2013-08-10 09:00:00,559
2013-08-10 10:00:00,633
2013-08-10 11:00:00,626
2013-08-10 12:00:00,555
2013-08-10 13:00:00,658
2013-08-10 14:00:00,674
2013-08-10 15:00:00,504
2013-08-10 16:00:00,581
2013-08-10 17:00:00,659
2013-08-10 18:00:00,609
2013-08-10 19:00:00,843
2013-08-10 20:00:00,991
2013-08-10 21:00:00,984
2013-08-10 22:00:00,985
2013-08-10 23:00:00,991
2013-08-11 00:00:00,923
2013-08-11 01:00:00,686
2013-08-11 02:00:00,305
2013-08-11 03:00:00,127
2013-08-11 04:00:00,85
2013-08-11 05:00:00,72
2013-08-11 06:00:00,139
2013-08-11 07:00:00,286
2013-08-11 08:00:00,483
2013-08-11 09:00:00,630
2013-08-11 10:00:00,723
2013-08-11 11:00:00,807
2013-08-11 12:00:00,713
2013-08-11 13:00:00,720
2013-08-11 14:00:00,711
2013-08-11 15:00:00,804
2013-08-11 16:00:00,753
2013-08-11 17:00:00,666
2013-08-11 18:00:00,645
2013-08-11 19:00:00,584
2013-08-11 20:00:00,933
2013-08-11 21:00:00,979
2013-08-11 22:00:00,979
2013-08-11 23:00:00,905
2013-08-12 00:00:00,562
2013-08-12 01:00:00,314
2013-08-12 02:00:00,178
2013-08-12 03:00:00,116
2013-08-12 04:00:00,63
2013-08-12 05:00:00,64
2013-08-12 06:00:00,97
2013-08-12 07:00:00,278
2013-08-12 08:00:00,400
2013-08-12 09:00:00,520
2013-08-12 10:00:00,610
2013-08-12 11:00:00,767
2013-08-12 12:00:00,585
2013-08-12 13:00:00,800
2013-08-12 14:00:00,547
2013-08-12 15:00:00,558
2013-08-12 16:00:00,758
2013-08-12 17:00:00,588
2013-08-12 18:00:00,582
2013-08-12 19:00:00,940
2013-08-12 20:00:00,984
2013-08-12 21:00:00,977
2013-08-12 22:00:00,941
2013-08-12 23:00:00,945
2013-08-13 00:00:00,531
2013-08-13 01:00:00,285
2013-08-13 02:00:00,179
2013-08-13 03:00:00,77
2013-08-13 04:00:00,77
2013-08-13 05:00:00,75
2013-08-13 06:00:00,104
2013-08-13 07:00:00,265
2013-08-13 08:00:00,365
2013-08-13 09:00:00,497
2013-08-13 10:00:00,635
2013-08-13 11:00:00,711
2013-08-13 12:00:00,606
2013-08-13 13:00:00,766
2013-08-13 14:00:00,723
2013-08-13 15:00:00,665
2013-08-13 16:00:00,857
2013-08-13 17:00:00,743
2013-08-13 18:00:00,683
2013-08-13 19:00:00,983
2013-08-13 20:00:00,951
2013-08-13 21:00:00,879
2013-08-13 22:00:00,873
2013-08-13 23:00:00,962
2013-08-14 00:00:00,958
2013-08-14 01:00:00,851
2013-08-14 02:00:00,661
2013-08-14 03:00:00,304
2013-08-14 04:00:00,202
2013-08-14 05:00:00,150
2013-08-14 06:00:00,290
2013-08-14 07:00:00,544
2013-08-14 08:00:00,886
2013-08-14 09:00:00,952
2013-08-14 10:00:00,859
2013-08-14 11:00:00,900
2013-08-14 12:00:00,963
2013-08-14 13:00:00,923
2013-08-14 14:00:00,942
2013-08-14 15:00:00,760
2013-08-14 16:00:00,747
2013-08-14 17:00:00,929
2013-08-14 18:00:00,818
2013-08-14 19:00:00,943
2013-08-14 20:00:00,965
2013-08-14 21:00:00,975
2013-08-14 22:00:00,977
2013-08-14 23:00:00,982
2013-08-15 00:00:00,549
2013-08-15 01:00:00,647
2013-08-15 02:00:00,884
2013-08-15 03:00:00,310
2013-08-15 04:00:00,317
2013-08-15 05:00:00,78
2013-08-15 06:00:00,315
2013-08-15 07:00:00,652
2013-08-15 08:00:00,682
2013-08-15 09:00:00,753
2013-08-15 10:00:00,812
2013-08-15 11:00:00,698
2013-08-15 12:00:00,823
2013-08-15 13:00:00,735
2013-08-15 14:00:00,851
2013-08-15 15:00:00,905
2013-08-15 16:00:00,851
2013-08-15 17:00:00,861
2013-08-15 18:00:00,927
2013-08-15 19:00:00,985
2013-08-15 20:00:00,969
2013-08-15 21:00:00,977
2013-08-15 22:00:00,985
2013-08-15 23:00:00,997
2013-08-16 00:00:00,616
2013-08-16 01:00:00,345
2013-08-16 02:00:00,195
2013-08-16 03:00:00,98
2013-08-16 04:00:00,74
2013-08-16 05:00:00,50
2013-08-16 06:00:00,113
2013-08-16 07:00:00,342
2013-08-16 08:00:00,494
2013-08-16 09:00:00,492
2013-08-16 10:00:00,822
2013-08-16 11:00:00,824
2013-08-16 12:00:00,693
2013-08-16 13:00:00,950
2013-08-16 14:00:00,961
2013-08-16 15:00:00,978
2013-08-16 16:00:00,781
2013-08-16 17:00:00,799
2013-08-16 18:00:00,620
2013-08-16 19:00:00,643
2013-08-16 20:00:00,704
2013-08-16 21:00:00,726
2013-08-16 22:00:00,795
2013-08-16 23:00:00,793
2013-08-17 00:00:00,521
2013-08-17 01:00:00,287
2013-08-17 02:00:00,214
2013-08-17 03:00:00,126
2013-08-17 04:00:00,78
2013-08-17 05:00:00,96
2013-08-17 06:00:00,104
2013-08-17 07:00:00,208
2013-08-17 08:00:00,284
2013-08-17 09:00:00,424
2013-08-17 10:00:00,449
2013-08-17 11:00:00,424
2013-08-17 12:00:00,394
2013-08-17 13:00:00,457
2013-08-17 14:00:00,490
2013-08-17 15:00:00,487
2013-08-17 16:00:00,422
2013-08-17 17:00:00,466
2013-08-17 18:00:00,401
2013-08-17 19:00:00,517
2013-08-17 20:00:00,492
2013-08-17 21:00:00,572
2013-08-17 22:00:00,633
2013-08-17 23:00:00,600
2013-08-18 00:00:00,407
2013-08-18 01:00:00,232
2013-08-18 02:00:00,142
2013-08-18 03:00:00,63
2013-08-18 04:00:00,66
2013-08-18 05:00:00,50
2013-08-18 06:00:00,67
2013-08-18 07:00:00,147
2013-08-18 08:00:00,173
2013-08-18 09:00:00,297
2013-08-18 10:00:00,302
2013-08-18 11:00:00,355
2013-08-18 12:00:00,316
2013-08-18 13:00:00,400
2013-08-18 14:00:00,374
2013-08-18 15:00:00,442
2013-08-18 16:00:00,356
2013-08-18 17:00:00,336
2013-08-18 18:00:00,339
2013-08-18 19:00:00,410
2013-08-18 20:00:00,480
2013-08-18 21:00:00,592
2013-08-18 22:00:00,641
2013-08-18 23:00:00,746
2013-08-19 00:00:00,515
2013-08-19 01:00:00,210
2013-08-19 02:00:00,145
2013-08-19 03:00:00,101
2013-08-19 04:00:00,54
2013-08-19 05:00:00,65
2013-08-19 06:00:00,103
2013-08-19 07:00:00,245
2013-08-19 08:00:00,388
2013-08-19 09:00:00,517
2013-08-19 10:00:00,772
2013-08-19 11:00:00,542
2013-08-19 12:00:00,486
2013-08-19 13:00:00,564
2013-08-19 14:00:00,480
2013-08-19 15:00:00,528
2013-08-19 16:00:00,445
2013-08-19 17:00:00,561
2013-08-19 18:00:00,396
2013-08-19 19:00:00,626
2013-08-19 20:00:00,654
2013-08-19 21:00:00,676
2013-08-19 22:00:00,652
2013-08-19 23:00:00,630
2013-08-20 00:00:00,364
2013-08-20 01:00:00,183
2013-08-20 02:00:00,86
2013-08-20 03:00:00,51
2013-08-20 04:00:00,37
2013-08-20 05:00:00,36
2013-08-20 06:00:00,58
2013-08-20 07:00:00,163
2013-08-20 08:00:00,259
2013-08-20 09:00:00,375
2013-08-20 10:00:00,380
2013-08-20 11:00:00,364
2013-08-20 12:00:00,316
2013-08-20 13:00:00,359
2013-08-20 14:00:00,326
2013-08-20 15:00:00,297
2013-08-20 16:00:00,270
2013-08-20 17:00:00,396
2013-08-20 18:00:00,246
2013-08-20 19:00:00,307
2013-08-20 20:00:00,372
2013-08-20 21:00:00,507
2013-08-20 22:00:00,613
2013-08-20 23:00:00,513
2013-08-21 00:00:00,285
2013-08-21 01:00:00,137
2013-08-21 02:00:00,71
2013-08-21 03:00:00,52
2013-08-21 04:00:00,37
2013-08-21 05:00:00,52
2013-08-21 06:00:00,57
2013-08-21 07:00:00,200
2013-08-21 08:00:00,262
2013-08-21 09:00:00,241
2013-08-21 10:00:00,312
2013-08-21 11:00:00,294
2013-08-21 12:00:00,287
2013-08-21 13:00:00,242
2013-08-21 14:00:00,237
2013-08-21 15:00:00,196
2013-08-21 16:00:00,278
2013-08-21 17:00:00,290
2013-08-21 18:00:00,288
2013-08-21 19:00:00,273
2013-08-21 20:00:00,594
2013-08-21 21:00:00,364
2013-08-21 22:00:00,433
2013-08-21 23:00:00,369
2013-08-22 00:00:00,490
2013-08-22 01:00:00,139
2013-08-22 02:00:00,84
2013-08-22 03:00:00,61
2013-08-22 04:00:00,52
2013-08-22 05:00:00,28
2013-08-22 06:00:00,53
2013-08-22 07:00:00,107
2013-08-22 08:00:00,197
2013-08-22 09:00:00,233
2013-08-22 10:00:00,576
2013-08-22 11:00:00,258
2013-08-22 12:00:00,553
2013-08-22 13:00:00,272
2013-08-22 14:00:00,375
2013-08-22 15:00:00,427
2013-08-22 16:00:00,527
2013-08-22 17:00:00,489
2013-08-22 18:00:00,515
2013-08-22 19:00:00,483
